system:index,BAft2acre,Defol17abs,DefolMean,DefolSD,DefolSD3x3,HotSpot,OakDefolMe,OakDefolSD,PropOak,SmplPnt,TYPE_ABREV,YEAR_COMPL,harv,hotplot,latitude,longitude,m_evi_2000_2010_h12_16d,m_evi_2000_2010_h12_full,m_evi_2000_2010_h13_16d,m_evi_2000_2010_h13_full,m_evi_2005_2015_h12_16d,m_evi_2005_2015_h12_full,m_evi_2005_2015_h13_16d,m_evi_2005_2015_h13_full,m_ndvi_2000_2010_h12_16d,m_ndvi_2000_2010_h12_full,m_ndvi_2000_2010_h13_16d,m_ndvi_2000_2010_h13_full,m_ndvi_2005_2015_h12_16d,m_ndvi_2005_2015_h12_full,m_ndvi_2005_2015_h13_16d,m_ndvi_2005_2015_h13_full,m_reanalysis,m_sr_2000_2010_h12_16d,m_sr_2000_2010_h12_full,m_sr_2000_2010_h13_16d,m_sr_2000_2010_h13_full,m_sr_2005_2015_h12_16d,m_sr_2005_2015_h12_full,m_sr_2005_2015_h13_16d,m_sr_2005_2015_h13_full,m_tcg_2000_2010_h12_16d,m_tcg_2000_2010_h12_full,m_tcg_2000_2010_h13_16d,m_tcg_2000_2010_h13_full,m_tcg_2005_2015_h12_16d,m_tcg_2005_2015_h12_full,m_tcg_2005_2015_h13_16d,m_tcg_2005_2015_h13_full,.geo
0000000000000000010e,110,-1.52257,2.363636364,1.361816968,0.278699,3,2.857142857,1.345185418,0.636363636,14,Wp,0,N,3 14,42.36980562,-72.32989305,-0.841466298,-0.946234991,-0.722848581,-0.666837927,-0.970021541,-1.152575434,-1.059868426,-1.141804915,-0.315327578,-0.290270124,-0.174534647,-0.129617229,-0.892788345,-0.841457808,-1.091388934,-0.966580752,-1.522573199,-1.058358133,-0.92483084,-0.793740976,-0.701259507,-2.048755388,-1.582337008,-1.816356878,-1.415602971,-0.905070694,-1.061309375,-0.813689194,-0.802042405,-1.273401372,-1.41948679,-1.36184194,-1.436621273,"{""type"":""Point"",""coordinates"":[-72.3298899323551,42.369795866937025]}"
0000000000000000010f,80,-1.11812,2,1.069044968,0.328151,3,2.142857143,1.069044968,0.875,15,Wp,0,N,3 15,42.36973948,-72.32953776,-1.110638296,-1.189298275,-1.134003786,-1.03290402,-0.996411192,-1.198648229,-1.09700778,-1.297458764,-0.340060011,-0.285619041,-0.337389916,-0.262044328,-0.775913458,-0.729548159,-1.027103837,-0.932886025,-1.118120193,-1.462919714,-1.025301486,-1.21371393,-0.818233272,-1.904199811,-1.529002043,-1.661727584,-1.373714945,-1.167536032,-1.37617174,-1.258665315,-1.278847877,-1.336160454,-1.435357902,-1.455856236,-1.598409675,"{""type"":""Point"",""coordinates"":[-72.32953720559163,42.36973020509867]}"
000000000000000000bf,140,-0.693852,1.071428571,0.267261242,0.395425,6,2,NA,0.071428571,61,BbRm,0,N,6 61,42.42546414,-72.23783498,-0.565582831,-0.396892206,-0.446902995,-0.345140657,-0.222900486,-0.197985578,-0.166097345,-0.060772433,0.077083644,0.115092965,0.08593247,0.050639581,-0.33363077,-0.237497426,-0.320024437,-0.133027369,-0.693851779,0.482500316,-0.047068632,0.402764821,-0.039949661,-0.605135758,-0.676398099,-0.450864171,-0.392742009,-0.547006605,-0.435276991,-0.43817541,-0.392372096,-0.493995693,-0.403566869,-0.4388665,-0.2623177,"{""type"":""Point"",""coordinates"":[-72.23783707048192,42.42545569024255]}"
000000000000000000cc,130,-0.817228,2.153846154,0.800640769,0.270213,4,2.333333333,0.707106781,0.692307692,48,BbRm,0,N,4 48,42.41928963,-72.3384251,-0.745823087,-0.717623005,-0.288442357,-0.548762012,-1.468424295,-0.984034142,-1.117821231,-1.034775856,-0.083478962,0.108361405,0.23059844,0.177759265,-0.560286651,-0.427196262,-0.594622065,-0.649131619,-0.817228423,-0.872936771,-0.758242646,-0.434943488,-0.576779493,-1.765728709,-1.526460117,-1.595225682,-1.409115666,-0.95137475,-0.835752277,-0.505837396,-0.674617286,-1.743329026,-1.202639881,-1.396228507,-1.27070822,"{""type"":""Point"",""coordinates"":[-72.33842305250467,42.41928191621602]}"
148,100,-0.894951,1.4,0.843274043,0.334939,3,3,0,0.2,75,BbRm,0,N,3 75,42.36728492,-72.33568651,-0.860175569,-0.985837754,-0.558740635,-0.802149567,-0.962444197,-1.576550356,-1.03496784,-1.389692668,-0.213139025,-0.204784759,-0.147653018,-0.285254498,-0.723341087,-0.777551944,-0.895816295,-0.768015526,-0.894950962,0.137534709,-0.41007469,0.212072308,-0.288958254,-1.20263579,-0.980310285,-1.147566766,-0.819099206,-0.776863175,-0.99123994,-0.546268352,-0.875788145,-1.200979971,-1.714371318,-1.305451936,-1.569581341,"{""type"":""Point"",""coordinates"":[-72.3356857454882,42.3672741423985]}"
0000000000000000014c,110,-0.791916,2,1.183215957,0.398421,3,2.833333333,0.98319208,0.545454545,80,BbRm,0,N,3 80,42.36585251,-72.33542767,-1.45273981,-1.686277416,-1.233883519,-1.422364972,-1.783770138,-1.739138487,-1.493235012,-1.652325219,-0.869854167,-0.821608182,-0.748415632,-0.732255896,-1.583905206,-1.106699803,-1.457896139,-1.117556861,-0.791915807,-1.182270907,-0.98403831,-0.798466452,-0.72825599,-2.749783267,-1.600077867,-2.20129569,-1.278325653,-1.263025346,-1.80112608,-1.153380673,-1.643235925,-1.884095728,-1.843002941,-1.639244381,-1.807903279,"{""type"":""Point"",""coordinates"":[-72.33542588569085,42.36584238841524]}"
0000000000000000015b,130,0.865051,1.230769231,0.832050294,0.748849,3,4,NA,0.076923077,97,BbRm,0,N,3 97,42.36390003,-72.33534952,1.300900999,0.574153181,1.331612641,0.712902936,0.073104011,-0.513788811,0.12032436,-0.525752621,0.818112969,0.468094447,0.980308917,0.61026995,-0.680128124,-0.499602484,-0.586232323,-0.517439319,0.865050888,1.910668912,0.851734434,1.661253759,0.869544434,-0.638239573,-0.44851768,-0.472355862,-0.288068964,1.528565915,0.74917453,1.606811215,0.882304633,-0.038103178,-0.594321294,0.010309476,-0.619796046,"{""type"":""Point"",""coordinates"":[-72.33534691188628,42.363890030738276]}"
0000000000000000015c,130,0.876868,1.153846154,0.375533808,0.558861,3,2,NA,0.076923077,98,BbRm,0,N,3 98,42.36181978,-72.33607224,-0.014037791,-0.28145655,0.237488659,0.129461748,-0.240151162,-0.231789935,-0.214892071,-0.14171883,-0.129816963,-0.128372992,0.106557191,0.167399947,-0.541871228,-0.301417708,-0.530442617,-0.255411622,0.876867641,-0.198833449,-0.502312351,0.068060338,-0.148287964,-1.356977206,-1.0580076,-1.012029255,-0.730394163,0.197565631,-0.155720102,0.459059321,0.259690522,-0.422804413,-0.403510753,-0.380697896,-0.305847584,"{""type"":""Point"",""coordinates"":[-72.33606889125453,42.361811910867885]}"
0000000000000000015f,70,-1.76883,1.714285714,1.253566341,0.747554,6,3.5,0.707106781,0.285714286,91,BbRm,0,N,6 91,42.42033641,-72.24151872,-1.542090243,-1.287601975,-0.996248847,-0.820953007,-1.365657954,-1.165684835,-0.873345595,-0.871784826,-0.522005122,-0.690491824,-0.401828326,-0.538918702,-0.782067876,-0.757693125,-0.694967438,-0.662440692,-1.768834607,-1.040167997,-1.347659053,-0.703222957,-0.959478658,-1.926293707,-1.682530425,-1.426532363,-1.273491899,-1.579129875,-1.404690478,-1.165570708,-0.998857512,-1.679316676,-1.444181732,-1.233588668,-1.174218613,"{""type"":""Point"",""coordinates"":[-72.2415194495435,42.42032851118914]}"
000000000000000001a5,130,-2.30812,2.307692308,0.947330933,0.419087,5,2.444444444,0.726483157,0.692307692,79,BbRm,0,N,5 79,42.34427852,-72.2642616,-2.146320858,-1.866304983,-1.630015447,-1.454221637,-2.090313408,-2.08194381,-1.966418817,-1.939253334,-0.662383152,-0.535888921,-0.26879727,-0.225974956,-1.535242758,-1.230494278,-1.509015986,-1.2367819,-2.308120503,-1.257584514,-1.207725188,-0.851892997,-0.922803096,-2.818529111,-2.297363592,-2.544022816,-2.01186694,-2.212500639,-1.898369372,-1.775700523,-1.530482753,-2.318821415,-2.277685964,-2.295824506,-2.218074166,"{""type"":""Point"",""coordinates"":[-72.26425903971202,42.34426875145862]}"
10,90,-2.03985,1.888888889,0.78173596,0.384968,2,2.142857143,0.690065559,0.777777778,5,NrHd,0,N,2 5,42.39136856,-72.38482874,-1.706400476,-1.757432114,-1.589144729,-1.676174943,-1.764434104,-1.601032629,-1.752869939,-1.895668784,-0.253392305,-0.440432402,-0.13563035,-0.424156135,-0.441713659,-0.304729506,-0.589267707,-0.72798317,-2.039853505,-1.184808355,-1.114231414,-0.744725329,-0.87113207,-1.940447976,-1.327087761,-1.550146015,-1.240416153,-1.779525273,-1.925449069,-1.701923365,-1.907003208,-2.121005906,-1.90962487,-2.108365938,-2.219561903,"{""type"":""Point"",""coordinates"":[-72.38483076182939,42.39136015454021]}"
14,110,-0.034695,1,0,0.47515,2,1,0,0.363636364,16,NrHd,0,N,2 16,42.38950125,-72.39266456,-0.326722709,-0.44943418,0.004483994,0.024847514,-0.274480287,-0.039099278,-0.220930663,-0.098695015,-0.174716878,0.001377802,0.121444873,0.369191315,-0.439196351,0.04231563,-0.511256385,-0.077446165,-0.034695009,0.265735862,0.066814935,0.396329471,0.31041697,-0.631523713,-0.353025493,-0.549032714,-0.299617003,-0.202288929,-0.536831969,0.113300129,-0.022758268,-0.539433212,-0.271433928,-0.44909028,-0.307126653,"{""type"":""Point"",""coordinates"":[-72.39266443814036,42.38949356377325]}"
000000000000000000bc,140,-0.616647,1.071428571,0.267261242,0.298053,6,NA,NA,0,58,NrHd,0,N,6 58,42.42638248,-72.23978639,-1.728644304,-1.59609942,-1.287899699,-1.196593231,-0.62541521,-0.583379847,-0.368260416,-0.306936046,-0.490320086,-0.334557913,-0.396996249,-0.324285171,-0.692027936,-0.492250369,-0.586257529,-0.38048784,-0.616646528,0.275019394,-0.226418632,0.315476201,-0.116873929,-0.935343991,-0.880436051,-0.578186398,-0.493375256,-1.799588023,-1.617301833,-1.394371272,-1.267709541,-0.86733454,-0.761853246,-0.617697557,-0.486068642,"{""type"":""Point"",""coordinates"":[-72.23978463044135,42.42637388270221]}"
000000000000000000bd,100,-0.635752,1,0,0.314716,6,NA,NA,0,59,NrHd,0,N,6 59,42.42612249,-72.23987717,-1.145178659,-0.897702877,-0.764936542,-0.675984886,-0.921931097,-0.696390892,-0.604720996,-0.422956923,-0.143111357,-0.033119607,-0.088345264,-0.07796289,-0.716958971,-0.516109082,-0.647384672,-0.452199502,-0.635752487,0.514269667,-0.161362805,0.527567541,-0.094060516,-1.023918756,-1.066288391,-0.724601705,-0.694892115,-1.154411634,-0.989163957,-0.798159596,-0.762839156,-1.244932902,-0.951429229,-0.919811478,-0.647647651,"{""type"":""Point"",""coordinates"":[-72.23987475524163,42.426115775958245]}"
000000000000000000d1,70,-1.16918,1.142857143,0.377964473,0.220495,4,2,NA,0.142857143,53,NrHd,0,N,4 53,42.41471418,-72.33168813,-0.194740585,-0.421109671,-0.314651718,-0.37446092,-0.628874707,-0.433493856,-0.448874127,-0.492406759,0.326439726,0.320780569,0.188159382,0.233778668,-0.290312246,-0.121614956,-0.419105192,-0.299180322,-1.169175982,0.098659272,-0.117497481,-0.040066672,-0.080576021,-0.917523564,-0.709315568,-0.720764194,-0.635760562,-0.419692762,-0.547037869,-0.496398062,-0.466435479,-0.861703346,-0.636559885,-0.606278841,-0.659688471,"{""type"":""Point"",""coordinates"":[-72.33168932368558,42.41470818947461]}"
000000000000000000ea,150,-0.496206,1.866666667,0.915475416,0.176435,4,NA,NA,0,78,NrHd,0,N,4 78,42.41309226,-72.33338763,-0.114299819,-0.074259993,0.01538574,0.00174486,-0.267142517,-0.213733747,-0.19395843,-0.203301436,0.163673157,0.485190574,0.272246927,0.471651459,-0.220182686,-0.066595626,-0.31194902,-0.168723295,-0.496205568,0.063150424,-0.074748138,0.111413061,-0.005204123,-0.792101441,-0.615580529,-0.645367682,-0.470123931,-0.071103406,-0.13496994,0.059045211,-0.032935933,-0.506017427,-0.420317689,-0.361292933,-0.360386605,"{""type"":""Point"",""coordinates"":[-72.33338840224691,42.41308187979053]}"
000000000000000000ec,110,-1.5816,2,1,0.277899,4,2.8,0.447213595,0.454545455,80,NrHd,0,N,4 80,42.41217535,-72.33143536,-1.022294232,-0.946499586,-1.002192008,-1.00655337,-0.716083117,-0.561792741,-0.731347496,-0.614268362,-0.44159226,-0.214609004,-0.678851567,-0.529790507,-0.559535528,-0.43285563,-0.861063905,-0.660474978,-1.581603368,-1.464792445,-1.277815017,-1.233359171,-1.167352892,-1.726227823,-1.589970151,-1.610960319,-1.350343477,-1.187963042,-1.140294081,-1.178462603,-1.237504869,-1.029613989,-0.829040943,-1.049395335,-0.883598514,"{""type"":""Point"",""coordinates"":[-72.33143260073537,42.41216831524117]}"
000000000000000000ed,90,-1.3893,1.222222222,0.440958552,0.256366,4,2,0,0.222222222,81,NrHd,0,N,4 81,42.4123166,-72.33517135,-0.758453062,-0.89166451,-0.367029596,-0.602225384,-0.998011829,-0.965863961,-0.877767058,-0.801803471,-0.096397883,0.152989385,0.241579501,0.300715955,-0.615183604,-0.452278895,-0.634482703,-0.474750449,-1.389300156,-0.496449841,-0.532602843,-0.232322916,-0.339696965,-1.363385218,-1.152386043,-1.281626784,-0.95796366,-0.949246192,-1.008712744,-0.543281416,-0.723379165,-1.148606891,-1.124017956,-0.998575531,-0.925468061,"{""type"":""Point"",""coordinates"":[-72.33517248486558,42.41230970809452]}"
000000000000000000ee,100,-0.800389,1,0,0.164014,4,NA,NA,0,82,NrHd,0,N,4 82,42.41146135,-72.33206212,-0.506300866,-0.54480869,-0.476776182,-0.609644874,-0.250825323,-0.193386175,-0.231558218,-0.326458713,-0.102987003,0.010707524,-0.183773138,-0.203953567,-0.451524173,0.060553453,-0.697011322,-0.155730603,-0.800389163,-0.156474897,-0.476766971,-0.137192304,-0.44429663,-1.123828516,-0.707721646,-1.210916838,-0.724466285,-0.708240447,-0.624438386,-0.622193122,-0.674024768,-0.670848709,-0.507352111,-0.532953201,-0.570412219,"{""type"":""Point"",""coordinates"":[-72.33206371156908,42.411451967722414]}"
000000000000000000ef,110,-0.709282,1,0,0.58427,4,1,NA,0.090909091,83,NrHd,0,N,4 83,42.41213156,-72.33864222,0.739913922,0.118419574,0.687362458,0.148659847,-0.204109139,-0.132586933,-0.271420811,-0.203991172,0.328026188,0.110804152,0.302529111,0.150343692,-0.332506974,-0.313704103,-0.536956658,-0.504480212,-0.709282146,0.509450546,-0.175537191,0.39925665,-0.07828982,-0.937642231,-0.793054522,-0.994496729,-0.68684435,0.707697227,0.03193673,0.658870755,0.070660163,-0.420543461,-0.279262371,-0.459130556,-0.320747019,"{""type"":""Point"",""coordinates"":[-72.33864478549317,42.412121785126764]}"
000000000000000000fc,90,-0.459561,1.555555556,1.130388331,0.120359,4,NA,NA,0,96,NrHd,0,N,4 96,42.41029787,-72.33473765,0.569931716,0.154042202,0.401805893,0.177801889,-0.213450981,0.058186149,-0.421899169,-0.36855864,0.199265711,0.291563559,0.133745227,0.27629615,-0.26040521,0.022621505,-0.73119505,-0.518795683,-0.459561348,0.071950034,-0.496262486,0.051844081,-0.364326452,-1.205419942,-0.974376116,-1.371045914,-1.100000453,0.577505989,0.135168019,0.39919947,0.168420867,-0.519145987,-0.180258608,-0.618048526,-0.558609019,"{""type"":""Point"",""coordinates"":[-72.33473464560419,42.410290485487785]}"
000000000000000000fd,130,-0.344948,1.230769231,0.59914469,0.0809553,4,NA,NA,0,97,NrHd,0,N,4 97,42.40991004,-72.33562947,0.576565688,0.085694492,0.653333006,0.193646816,-0.429760039,0.038236084,-0.487503032,-0.145854265,-0.186257057,-0.27231036,-0.020977742,-0.186233044,-0.5146677,-0.249619801,-0.828203985,-0.544497842,-0.344948113,0.225496693,-0.230638133,0.320693779,-0.117773841,-0.979641858,-0.657407511,-0.977347334,-0.62204924,0.439268771,0.046100228,0.583430926,0.17711344,-0.720291257,-0.173731215,-0.698773226,-0.320250285,"{""type"":""Point"",""coordinates"":[-72.33562739646997,42.40990224339223]}"
000000000000000000fe,70,-0.546473,2.285714286,1.380131119,0.0560433,4,NA,NA,0,98,NrHd,0,N,4 98,42.40977778,-72.33491846,0.230611012,-0.102972207,0.388666732,0.006823276,-0.271410541,0.05331627,-0.344060393,-0.203875021,-0.366776679,-0.254483461,-0.09174624,-0.134177908,-0.338897871,-0.011829079,-0.639457338,-0.357418093,-0.546472662,-0.24906598,-0.67640405,-0.031494334,-0.487543486,-0.974406968,-0.779777659,-0.930263131,-0.769268312,0.327415224,-0.06323422,0.491110924,0.04678525,-0.583400204,-0.119491635,-0.575338221,-0.360399788,"{""type"":""Point"",""coordinates"":[-72.33491564351019,42.409769848814996]}"
125,150,-0.583268,1.2,0.414039336,0.121069,3,1,NA,0.066666667,37,NrHd,0,N,3 37,42.37364899,-72.33120538,0.257670237,-0.309927621,0.30044915,-0.182415148,0.326285674,-0.06880242,0.025425883,-0.041705326,0.375485851,0.155430254,0.468113388,0.216197579,-0.093349023,0.088302163,-0.428614326,0.141389016,-0.583267742,0.448753931,-0.047601204,0.432113075,0.071313584,-1.00483064,-0.079710256,-1.008895452,0.072458794,0.202589762,-0.387071627,0.266097488,-0.231670468,0.161812741,-0.0118555,-0.089670841,0.022842116,"{""type"":""Point"",""coordinates"":[-72.33120143257821,42.37364054578558]}"
126,190,-0.208221,1.157894737,0.688247202,0.199462,3,NA,NA,0,38,NrHd,0,N,3 38,42.37358736,-72.3323617,-0.119851088,-0.530408448,-0.084924748,-0.3565334,-0.04134756,-0.218098668,-0.299725401,-0.352494422,0.529407803,0.24781923,0.580832491,0.371152507,-0.134515533,0.051411806,-0.535489327,-0.091164987,-0.208221171,0.762596494,0.05782337,0.598668228,0.157704372,-0.939829105,-0.11347957,-0.901232382,-0.115160054,-0.118917065,-0.5508197,-0.06959626,-0.378222974,-0.320518203,-0.275445353,-0.548989631,-0.401881416,"{""type"":""Point"",""coordinates"":[-72.33236264609492,42.37357724898844]}"
127,100,-0.469501,1.5,1.08012345,0.225032,3,4,NA,0.1,39,NrHd,0,N,3 39,42.37293051,-72.33032018,-0.328256414,-1.006445475,-0.160370562,-0.842817239,-0.205144422,-0.854261723,-0.381072741,-0.880711766,-0.039303329,0.070355921,0.132459281,0.142179074,-0.585630251,-0.439872085,-0.835938275,-0.50842335,-0.469501406,-0.373824963,-0.595275192,-0.210204058,-0.419338444,-1.702909203,-0.804793586,-1.451326653,-0.642002249,-0.35677124,-1.003460498,-0.184391512,-0.821145002,-0.441704434,-0.861330265,-0.558524397,-0.898701391,"{""type"":""Point"",""coordinates"":[-72.3303182494037,42.372921867757825]}"
128,110,-0.444459,1,0,0.138322,3,NA,NA,0,40,NrHd,0,N,3 40,42.37274113,-72.33227748,0.176553019,-0.313832332,0.212189192,-0.139190779,0.268741017,0.13383179,0.10268736,-0.037663635,0.425904701,0.406658366,0.549431286,0.540512728,-0.010823436,0.42980171,-0.260398735,0.401432669,-0.444458893,0.898150256,0.515643422,0.743228503,0.583530177,-0.701517367,0.235803696,-0.625077041,0.257207053,0.361104153,-0.142740543,0.390674718,0.020322309,0.043250747,0.141736973,-0.096839698,-0.001152437,"{""type"":""Point"",""coordinates"":[-72.33227465401347,42.372731739113405]}"
129,110,-0.886673,1.090909091,0.301511345,0.116503,3,2,NA,0.090909091,41,NrHd,0,N,3 41,42.37215042,-72.33059129,-0.224279554,-0.935190558,-0.057828224,-0.679276739,-0.072376816,-0.655523051,-0.173314141,-0.793663155,-0.057793003,-0.126881769,0.161080298,0.052908087,-0.680621323,-0.34691984,-0.884907263,-0.531094478,-0.88667311,-0.274302163,-0.379078542,-0.135206396,-0.175745644,-1.408056086,-0.60471576,-1.236532307,-0.523451243,-0.189275275,-0.970400069,-0.040416892,-0.725918319,-0.223599365,-0.69950895,-0.278436902,-0.838595147,"{""type"":""Point"",""coordinates"":[-72.33058890131568,42.3721431117089]}"
0000000000000000012a,130,-0.723113,1.923076923,1.441153384,0.312536,3,1,NA,0.076923077,42,NrHd,0,N,3 42,42.37202266,-72.33139228,-0.136853263,-0.97099993,-0.011472258,-0.801062218,-0.202824793,-0.679645256,-0.237692559,-0.830148117,0.192588943,-0.147529994,0.381613571,-0.098253881,-0.565456468,-0.183078813,-0.71308588,-0.350287265,-0.723113469,0.115345846,-0.354020493,0.154685249,-0.290197149,-1.413848553,-0.452063927,-1.294118336,-0.393095215,0.001667979,-0.997288541,0.119191758,-0.803775668,-0.422682188,-0.674858976,-0.428613624,-0.77115468,"{""type"":""Point"",""coordinates"":[-72.33139147128959,42.372013069240644]}"
140,90,-1.29781,2,0.707106781,0.355931,3,2.285714286,0.487950036,0.777777778,67,NrHd,0,N,3 67,42.36907856,-72.34830264,-0.223468169,-0.522866229,-0.255453795,-0.607680296,-0.971983492,-0.930144479,-0.8538911,-0.910852468,-0.03006021,0.125820325,-0.080061188,0.027345671,-0.486641414,-0.389959163,-0.458917301,-0.47671422,-1.297806104,-0.647496527,-0.487183358,-0.534352607,-0.466162587,-1.532152445,-1.317153023,-1.320709242,-1.090990609,-0.24616861,-0.47888611,-0.278202256,-0.572856975,-1.182209956,-1.150296881,-1.047036961,-1.143456354,"{""type"":""Point"",""coordinates"":[-72.3482988289461,42.369071226289876]}"
141,150,-1.78957,2.666666667,1.2344268,0.54479,3,2.166666667,0.98319208,0.4,68,NrHd,0,N,3 68,42.36810017,-72.34750762,-0.747703466,-0.744994987,-0.858351107,-0.941331623,-0.555619151,-1.061445934,-0.916748799,-1.344470219,-0.013864515,0.052784581,-0.128820532,-0.177742821,-0.52520594,-0.448894621,-0.975786294,-0.901154517,-1.789569497,-0.349589358,-0.006557221,-0.321141797,-0.077709019,-1.828951581,-1.341805795,-1.784058331,-1.207351997,-0.752519292,-0.770938653,-0.87298701,-0.997712049,-0.745546447,-1.247153115,-1.101220032,-1.541818238,"{""type"":""Point"",""coordinates"":[-72.34750667149224,42.36809020469924]}"
0000000000000000014d,120,-1.8788,2.083333333,1.311372171,0.39247,3,3,1.264911064,0.5,81,NrHd,0,N,3 81,42.3677163,-72.32759298,-0.580042293,-0.940431359,-0.610718391,-0.964327749,-0.466996879,-0.603741,-0.705552665,-0.824270816,-0.144547909,-0.236256228,-0.177459053,-0.354165792,-0.7010352,-0.435342354,-1.110402071,-0.736564677,-1.878796664,-1.03159609,-0.944594283,-0.768427819,-0.810768421,-2.253883252,-1.398349056,-1.901992732,-1.272037713,-0.668285964,-1.021546206,-0.696215942,-1.049103453,-0.823872179,-0.96082094,-1.012169194,-1.197099763,"{""type"":""Point"",""coordinates"":[-72.32759184330352,42.36770977131698]}"
0000000000000000014e,140,-1.22068,2,1.300887271,0.314556,3,3,1.154700538,0.5,82,NrHd,0,N,3 82,42.36719625,-72.32777373,-0.946511685,-1.133585164,-0.992973376,-1.249183932,-0.573747271,-0.752111543,-0.9010113,-1.083411709,-0.487024227,-0.388668499,-0.538767202,-0.589185877,-0.600721557,-0.546613795,-1.030395008,-0.969933331,-1.220678997,-1.259042334,-0.984933697,-0.989762492,-0.857782777,-1.943861548,-1.629309703,-1.836438433,-1.507192249,-1.105678176,-1.285421052,-1.197644257,-1.4339342,-0.97218257,-1.092275682,-1.299243979,-1.446713746,"{""type"":""Point"",""coordinates"":[-72.32777278386952,42.367189173770186]}"
0000000000000000014f,90,-1.39912,1.555555556,0.881917104,0.324571,3,2,1,0.333333333,83,NrHd,0,N,3 83,42.3665439,-72.32724392,-0.687955859,-0.957543028,-0.695844079,-1.049240479,-0.722969775,-1.093808917,-0.974177096,-1.315243846,-0.394311259,-0.209966844,-0.487393642,-0.39650059,-0.729223708,-0.52486313,-1.14489343,-0.793911981,-1.399119377,-1.150618245,-0.759531675,-0.859803548,-0.646127053,-2.172556699,-1.426718743,-1.956454616,-1.245951372,-0.876643512,-1.113572722,-0.901710513,-1.203044502,-1.103155426,-1.351508375,-1.330950251,-1.5903925,"{""type"":""Point"",""coordinates"":[-72.32724242577221,42.36653614724389]}"
